customer_id,senior_citizen,partner,dependents,tenure,contract,paperless_billing,payment_method,internet_service,tech_support,monthly_charges,total_charges,churn
CUST-002054,0,Yes,Yes,52,Month-to-month,No,Electronic check,DSL,No,103.37,5320.27,0
CUST-002055,0,No,No,26,One year,No,Mailed check,Fiber optic,Yes,87.25,2192.35,0
CUST-002056,0,No,No,53,One year,Yes,Electronic check,DSL,Yes,59.32,3249.55,0
CUST-002057,0,No,No,53,One year,Yes,Bank transfer,Fiber optic,Yes,57.19,3047.33,0
CUST-002058,0,Yes,No,28,Month-to-month,No,Bank transfer,Fiber optic,No internet service,70.43,1930.84,0
CUST-002059,0,No,No,29,One year,Yes,Electronic check,No,Yes,91.32,2671.37,0
CUST-002060,0,No,No,65,Two year,Yes,Credit card,Fiber optic,No internet service,76.92,5109.26,0
CUST-002061,0,Yes,Yes,41,Month-to-month,Yes,Bank transfer,DSL,Yes,44.7,1863.72,0
CUST-002062,0,No,Yes,10,Month-to-month,No,Electronic check,Fiber optic,No,59.77,458.35,0
CUST-002063,0,Yes,No,52,Two year,Yes,Credit card,DSL,Yes,120.0,6372.61,0
CUST-002064,0,Yes,No,43,Month-to-month,Yes,Bank transfer,DSL,No,72.54,3026.76,1
CUST-002065,0,Yes,No,37,One year,No,Mailed check,Fiber optic,No,91.08,3359.66,1
CUST-002066,0,No,No,52,One year,No,Electronic check,Fiber optic,No,81.2,4165.73,0
CUST-002067,0,No,No,66,Month-to-month,No,Credit card,No,No internet service,73.2,4794.2,0
CUST-002068,0,Yes,No,24,One year,Yes,Electronic check,No,No,68.26,1652.46,0
CUST-002069,0,No,No,30,One year,Yes,Mailed check,DSL,Yes,91.92,2654.05,1
CUST-002070,0,Yes,Yes,13,Month-to-month,Yes,Credit card,DSL,No,86.56,1120.77,1
CUST-002071,0,Yes,Yes,47,Two year,Yes,Credit card,No,Yes,72.92,3484.61,0
CUST-002072,0,No,No,29,Month-to-month,Yes,Bank transfer,DSL,No internet service,44.19,1239.35,0
CUST-002073,0,Yes,No,24,Month-to-month,No,Electronic check,Fiber optic,No,76.57,1768.17,1
CUST-002074,0,No,Yes,50,Two year,No,Electronic check,No,Yes,62.99,3142.53,0
CUST-002075,0,Yes,No,29,Month-to-month,Yes,Credit card,DSL,Yes,55.75,1599.83,0
CUST-002076,0,Yes,No,33,Two year,Yes,Bank transfer,Fiber optic,Yes,120.0,3930.24,0
CUST-002077,0,No,No,32,Month-to-month,Yes,Credit card,No,No internet service,18.83,543.14,1
CUST-002078,0,Yes,No,18,Month-to-month,Yes,Electronic check,Fiber optic,No,93.76,1713.64,1
CUST-002079,0,Yes,No,9,Month-to-month,Yes,Credit card,No,Yes,39.12,381.84,1
CUST-002080,0,No,No,60,One year,Yes,Electronic check,Fiber optic,No internet service,68.94,4083.12,1
CUST-002081,0,No,No,6,One year,Yes,Electronic check,DSL,Yes,120.0,673.64,0
CUST-002082,1,No,No,23,Two year,Yes,Credit card,No,Yes,36.13,837.81,0
CUST-002083,0,No,No,48,Two year,No,Mailed check,Fiber optic,No,43.28,2029.19,0
CUST-002084,0,Yes,Yes,9,One year,Yes,Bank transfer,No,Yes,64.47,589.16,0
CUST-002085,0,Yes,No,47,One year,Yes,Bank transfer,Fiber optic,No internet service,39.58,1933.66,0
CUST-002086,0,No,No,53,Month-to-month,Yes,Credit card,Fiber optic,No,91.52,4847.57,0
CUST-002087,1,Yes,Yes,48,Two year,Yes,Electronic check,DSL,Yes,48.96,2289.4,0
CUST-002088,0,No,Yes,22,One year,Yes,Electronic check,DSL,No,84.62,1881.25,0
CUST-002089,0,Yes,No,1,Two year,Yes,Bank transfer,No,Yes,25.12,16.24,0
CUST-002090,0,No,No,64,Month-to-month,No,Credit card,No,No,18.0,1144.49,0
CUST-002091,0,No,No,23,Month-to-month,Yes,Credit card,Fiber optic,No,58.13,1360.76,0
CUST-002092,0,Yes,No,58,One year,No,Mailed check,No,No,18.0,1078.55,0
CUST-002093,0,Yes,No,14,Month-to-month,Yes,Bank transfer,Fiber optic,No,110.55,1549.48,1
CUST-002094,1,No,Yes,11,Month-to-month,No,Mailed check,No,No,19.11,207.18,0
CUST-002095,0,Yes,No,56,Two year,No,Electronic check,Fiber optic,Yes,33.87,1999.9,0
CUST-002096,0,Yes,No,68,Month-to-month,Yes,Electronic check,Fiber optic,No internet service,77.41,5323.91,0
CUST-002097,0,Yes,Yes,62,Month-to-month,Yes,Electronic check,Fiber optic,Yes,47.41,2981.1,0
CUST-002098,0,Yes,No,54,Month-to-month,No,Electronic check,Fiber optic,No internet service,19.45,1056.86,0
CUST-002099,0,Yes,No,18,Month-to-month,No,Electronic check,No,No,120.0,2109.71,1
CUST-002100,0,Yes,No,66,One year,Yes,Electronic check,Fiber optic,Yes,34.95,2363.07,0
CUST-002101,0,Yes,No,48,Two year,No,Credit card,No,No,59.11,2844.49,0
CUST-002102,1,No,No,12,Two year,Yes,Electronic check,DSL,No internet service,58.72,675.78,0
CUST-002103,1,Yes,No,9,One year,Yes,Credit card,DSL,No internet service,86.31,764.63,1
CUST-002104,0,No,Yes,63,One year,No,Credit card,Fiber optic,No,78.87,4920.5,0
CUST-002105,0,No,Yes,20,Month-to-month,No,Mailed check,Fiber optic,No,40.2,856.87,1
CUST-002106,0,No,Yes,55,Two year,Yes,Bank transfer,No,No,55.23,3071.8,0
CUST-002107,0,No,No,10,Month-to-month,Yes,Electronic check,DSL,Yes,58.19,590.98,1
CUST-002108,0,Yes,No,20,Month-to-month,No,Electronic check,DSL,No,87.47,1747.26,0
CUST-002109,1,Yes,No,20,Two year,No,Bank transfer,Fiber optic,Yes,29.95,564.97,0
CUST-002110,0,No,No,20,Two year,Yes,Bank transfer,No,No internet service,120.0,2293.5,0
CUST-002111,0,Yes,No,49,Month-to-month,Yes,Mailed check,No,No,42.22,1998.13,0
CUST-002112,0,Yes,No,66,One year,Yes,Credit card,No,No,64.74,4235.71,0
CUST-002113,0,No,No,66,Month-to-month,Yes,Bank transfer,Fiber optic,No,30.2,1948.55,1
CUST-002114,0,No,No,54,Month-to-month,Yes,Mailed check,No,No,26.06,1421.71,0
CUST-002115,0,Yes,Yes,14,Month-to-month,No,Electronic check,DSL,Yes,38.77,583.35,1
CUST-002116,0,Yes,Yes,70,Month-to-month,No,Credit card,No,Yes,35.88,2505.18,0
CUST-002117,0,No,No,39,Month-to-month,No,Credit card,Fiber optic,Yes,52.57,2120.68,0
CUST-002118,1,Yes,No,39,Month-to-month,Yes,Bank transfer,Fiber optic,Yes,35.63,1350.43,0
CUST-002119,0,Yes,No,51,Month-to-month,Yes,Bank transfer,Fiber optic,No,85.87,4372.59,0
CUST-002120,0,No,No,56,Month-to-month,No,Mailed check,Fiber optic,No,41.51,2322.01,0
CUST-002121,0,Yes,No,69,Two year,No,Electronic check,DSL,No,38.19,2689.72,0
CUST-002122,0,Yes,No,42,One year,Yes,Credit card,DSL,No internet service,53.21,2240.11,0
CUST-002123,0,No,No,44,Two year,Yes,Bank transfer,Fiber optic,No internet service,94.79,4177.44,0
CUST-002124,0,No,Yes,54,Month-to-month,No,Mailed check,No,Yes,71.45,3775.56,0
CUST-002125,0,Yes,Yes,18,One year,Yes,Bank transfer,Fiber optic,No,62.01,1071.18,1
CUST-002126,0,No,Yes,22,Two year,No,Mailed check,DSL,No internet service,22.01,539.02,0
CUST-002127,0,No,No,45,Month-to-month,No,Electronic check,Fiber optic,Yes,30.72,1278.63,1
CUST-002128,0,No,No,4,Month-to-month,Yes,Bank transfer,DSL,No,26.65,173.75,0
CUST-002129,0,Yes,No,23,Month-to-month,Yes,Electronic check,DSL,No internet service,104.21,2421.81,1
CUST-002130,0,No,No,52,Month-to-month,Yes,Electronic check,DSL,No,80.92,4170.46,0
CUST-002131,0,No,No,71,Month-to-month,No,Electronic check,Fiber optic,No internet service,39.15,2738.05,0
CUST-002132,0,No,No,37,Month-to-month,Yes,Electronic check,DSL,No internet service,48.07,1873.39,1
CUST-002133,0,No,No,29,Month-to-month,Yes,Credit card,DSL,Yes,40.24,1237.53,0
CUST-002134,0,Yes,Yes,32,One year,Yes,Electronic check,DSL,No,38.42,1223.47,0
CUST-002135,1,Yes,Yes,50,Month-to-month,Yes,Mailed check,Fiber optic,No internet service,78.81,3947.23,1
CUST-002136,1,No,No,39,Month-to-month,No,Bank transfer,DSL,Yes,56.37,2166.12,0
CUST-002137,0,Yes,Yes,1,One year,Yes,Credit card,DSL,Yes,120.0,126.74,1
CUST-002138,0,No,No,39,Month-to-month,Yes,Bank transfer,Fiber optic,Yes,102.51,3964.19,0
CUST-002139,0,No,No,29,Month-to-month,Yes,Credit card,Fiber optic,No,104.28,3020.19,1
CUST-002140,0,Yes,No,51,Month-to-month,No,Bank transfer,No,No,85.14,4432.66,0
CUST-002141,0,No,No,63,Month-to-month,Yes,Bank transfer,Fiber optic,No internet service,52.32,3291.38,0
CUST-002142,0,No,Yes,70,Month-to-month,Yes,Mailed check,Fiber optic,No,82.93,5752.7,1
CUST-002143,0,No,No,44,Month-to-month,Yes,Electronic check,No,No,54.54,2331.44,0
CUST-002144,0,No,No,26,Month-to-month,Yes,Mailed check,Fiber optic,Yes,113.91,2968.02,1
CUST-002145,0,No,No,32,Two year,No,Bank transfer,Fiber optic,No internet service,77.13,2430.12,0
CUST-002146,0,Yes,No,12,Two year,Yes,Bank transfer,DSL,No,72.87,886.77,0
CUST-002147,0,No,No,68,Month-to-month,No,Bank transfer,DSL,No,68.81,4598.1,0
CUST-002148,0,Yes,No,61,Month-to-month,No,Bank transfer,DSL,Yes,117.21,7184.32,0
CUST-002149,0,No,No,62,Month-to-month,No,Bank transfer,Fiber optic,Yes,21.99,1310.37,0
CUST-002150,0,No,No,23,Two year,Yes,Electronic check,No,Yes,120.0,2762.31,0
CUST-002151,0,No,No,23,Two year,Yes,Electronic check,DSL,No internet service,59.42,1349.74,0
CUST-002152,0,Yes,No,62,Month-to-month,Yes,Bank transfer,Fiber optic,Yes,22.82,1500.76,0
CUST-002153,0,Yes,No,39,Month-to-month,No,Electronic check,No,No internet service,42.43,1663.34,1
CUST-002154,0,No,No,51,Month-to-month,No,Credit card,Fiber optic,Yes,18.0,1015.27,0
CUST-002155,0,Yes,Yes,35,Two year,Yes,Electronic check,DSL,No,84.61,2989.39,0
CUST-002156,0,No,No,32,Two year,No,Electronic check,No,Yes,33.85,1154.47,0
CUST-002157,0,No,No,46,Month-to-month,No,Bank transfer,DSL,Yes,70.06,3212.32,0
CUST-002158,0,Yes,Yes,59,One year,No,Electronic check,DSL,No,99.03,5860.05,0
CUST-002159,0,Yes,Yes,24,Month-to-month,No,Bank transfer,Fiber optic,No,44.84,1137.09,0
CUST-002160,0,Yes,No,59,One year,No,Electronic check,DSL,No,56.96,3405.89,1
CUST-002161,0,No,No,17,Two year,Yes,Electronic check,No,No,25.9,466.85,0
CUST-002162,0,Yes,Yes,29,Month-to-month,Yes,Bank transfer,DSL,No,53.35,1530.75,1
CUST-002163,0,Yes,Yes,66,Month-to-month,No,Mailed check,No,No,120.0,7912.06,0
CUST-002164,0,No,No,69,One year,Yes,Bank transfer,DSL,No,88.34,6152.34,0
CUST-002165,0,No,Yes,67,Month-to-month,Yes,Electronic check,No,Yes,57.06,3890.32,1
CUST-002166,0,No,Yes,23,Two year,No,Bank transfer,DSL,No,46.65,1043.31,0
CUST-002167,0,No,No,61,Month-to-month,Yes,Mailed check,No,Yes,63.72,3849.73,0
CUST-002168,0,No,No,68,Two year,Yes,Electronic check,DSL,Yes,68.9,4639.99,0
CUST-002169,0,No,No,71,Month-to-month,Yes,Bank transfer,No,Yes,52.43,3764.02,0
CUST-002170,0,No,No,1,Month-to-month,Yes,Bank transfer,No,No,80.9,34.43,0
CUST-002171,0,No,No,54,Month-to-month,Yes,Credit card,Fiber optic,Yes,36.4,2006.48,0
CUST-002172,0,No,Yes,72,Month-to-month,No,Credit card,DSL,No internet service,36.25,2637.28,0
CUST-002173,0,No,No,55,Month-to-month,No,Bank transfer,Fiber optic,No,76.11,4158.8,0
CUST-002174,1,No,No,17,One year,Yes,Electronic check,Fiber optic,Yes,29.94,587.17,0
CUST-002175,0,No,No,55,Month-to-month,Yes,Bank transfer,Fiber optic,No,86.87,4704.74,0
CUST-002176,0,Yes,No,7,Month-to-month,Yes,Mailed check,Fiber optic,Yes,64.57,534.97,0
CUST-002177,0,No,No,35,Month-to-month,Yes,Credit card,No,Yes,18.0,645.94,0
CUST-002178,0,Yes,Yes,45,Month-to-month,Yes,Bank transfer,No,No internet service,68.28,2968.93,0
CUST-002179,0,Yes,No,33,Two year,Yes,Electronic check,Fiber optic,No,18.0,673.59,0
CUST-002180,0,Yes,No,51,Two year,Yes,Credit card,DSL,Yes,85.8,4424.41,0
CUST-002181,0,Yes,No,17,Month-to-month,Yes,Credit card,DSL,No internet service,57.54,956.77,1
CUST-002182,0,No,No,44,One year,Yes,Electronic check,Fiber optic,No internet service,120.0,5231.76,0
CUST-002183,0,Yes,Yes,47,One year,No,Bank transfer,No,No,97.14,4487.13,0
CUST-002184,1,No,No,46,Two year,No,Mailed check,Fiber optic,No,33.18,1647.05,0
CUST-002185,0,No,No,21,Month-to-month,Yes,Bank transfer,DSL,No,18.0,331.83,1
CUST-002186,0,Yes,No,22,Month-to-month,No,Credit card,Fiber optic,No,42.35,868.52,1
CUST-002187,0,Yes,No,18,Month-to-month,Yes,Electronic check,Fiber optic,No,28.36,523.88,0
CUST-002188,0,Yes,No,33,Two year,No,Electronic check,No,No internet service,119.77,3870.52,0
CUST-002189,0,No,No,42,One year,No,Electronic check,Fiber optic,No,64.69,2667.9,0
CUST-002190,0,Yes,No,26,Month-to-month,No,Credit card,DSL,Yes,93.0,2467.75,0
CUST-002191,0,Yes,Yes,29,Month-to-month,No,Electronic check,DSL,Yes,56.45,1660.26,0
CUST-002192,1,Yes,Yes,20,One year,No,Bank transfer,DSL,No,59.61,1172.88,0
CUST-002193,0,Yes,Yes,15,Two year,Yes,Credit card,Fiber optic,Yes,64.02,961.22,0
CUST-002194,0,No,No,47,Month-to-month,No,Credit card,Fiber optic,Yes,98.2,4593.28,0
CUST-002195,0,No,No,59,One year,Yes,Electronic check,DSL,No,74.35,4383.55,0
CUST-002196,0,Yes,No,21,Month-to-month,Yes,Electronic check,DSL,No internet service,33.28,660.79,0
CUST-002197,0,Yes,No,62,Month-to-month,No,Credit card,No,Yes,113.68,7019.15,0
CUST-002198,0,No,Yes,41,Month-to-month,Yes,Mailed check,No,Yes,56.22,2274.49,1
CUST-002199,0,No,No,12,One year,Yes,Electronic check,Fiber optic,No internet service,51.33,579.67,0
CUST-002200,0,No,Yes,26,Two year,Yes,Electronic check,Fiber optic,No,18.0,520.2,0
CUST-002201,0,No,No,0,Month-to-month,No,Credit card,No,No,84.03,38.51,0
CUST-002202,0,No,No,2,Month-to-month,Yes,Credit card,Fiber optic,No,68.03,89.44,1
CUST-002203,0,Yes,Yes,24,Month-to-month,Yes,Mailed check,No,No,68.0,1572.28,0
CUST-002204,0,Yes,No,33,Month-to-month,Yes,Mailed check,DSL,Yes,52.92,1738.5,0
CUST-002205,0,No,No,58,Month-to-month,No,Bank transfer,DSL,No,47.74,2876.68,0
CUST-002206,0,Yes,Yes,9,Month-to-month,Yes,Electronic check,DSL,No,53.91,433.8,0
CUST-002207,0,Yes,No,61,Month-to-month,Yes,Credit card,No,Yes,78.89,4804.23,1
CUST-002208,0,No,Yes,17,Month-to-month,Yes,Electronic check,Fiber optic,Yes,84.17,1435.33,1
CUST-002209,1,No,No,10,Month-to-month,No,Electronic check,DSL,No,58.07,575.27,0
CUST-002210,1,Yes,Yes,51,One year,No,Electronic check,No,No,93.47,4744.06,0
CUST-002211,0,No,No,56,Month-to-month,Yes,Electronic check,No,No,62.63,3565.03,0
CUST-002212,0,Yes,Yes,44,One year,Yes,Mailed check,DSL,No,49.87,2217.0,0
CUST-002213,0,Yes,No,8,Two year,Yes,Bank transfer,Fiber optic,No,70.95,609.89,0
CUST-002214,1,Yes,Yes,8,One year,Yes,Mailed check,Fiber optic,Yes,24.22,223.23,0
CUST-002215,0,Yes,No,28,Month-to-month,No,Bank transfer,DSL,No internet service,71.98,2060.14,0
CUST-002216,0,No,No,32,Month-to-month,Yes,Electronic check,Fiber optic,No internet service,18.73,678.58,1
CUST-002217,0,Yes,Yes,72,One year,No,Mailed check,DSL,Yes,34.17,2526.79,0
CUST-002218,1,No,Yes,20,Month-to-month,Yes,Mailed check,No,No,18.0,476.24,1
CUST-002219,1,No,Yes,14,Month-to-month,Yes,Bank transfer,No,No,59.75,897.37,1
CUST-002220,0,Yes,No,69,Month-to-month,No,Electronic check,No,No internet service,113.29,7783.54,0
CUST-002221,0,Yes,No,11,Month-to-month,No,Credit card,Fiber optic,No,61.49,718.76,0
CUST-002222,0,No,No,1,Month-to-month,Yes,Electronic check,DSL,No,84.31,119.83,1
CUST-002223,0,Yes,No,30,One year,No,Electronic check,Fiber optic,No internet service,120.0,3696.01,0
CUST-002224,0,No,Yes,29,Month-to-month,Yes,Electronic check,Fiber optic,No,77.12,2188.12,1
CUST-002225,0,Yes,No,45,Month-to-month,No,Bank transfer,DSL,Yes,42.04,1919.7,0
CUST-002226,0,No,No,64,Two year,Yes,Electronic check,Fiber optic,No,46.17,2920.83,0
CUST-002227,0,No,Yes,68,Month-to-month,Yes,Electronic check,DSL,No,65.02,4446.99,0
CUST-002228,0,No,No,21,One year,No,Mailed check,DSL,No,46.01,955.47,1
CUST-002229,0,Yes,Yes,71,Month-to-month,Yes,Electronic check,Fiber optic,No,48.26,3450.43,1
CUST-002230,1,No,No,46,Month-to-month,Yes,Electronic check,Fiber optic,No,94.56,4279.24,1
CUST-002231,0,No,No,5,Two year,No,Bank transfer,Fiber optic,No,95.78,518.56,0
CUST-002232,1,No,No,68,Month-to-month,Yes,Bank transfer,Fiber optic,No internet service,18.0,1234.3,1
CUST-002233,0,No,No,10,Month-to-month,No,Electronic check,Fiber optic,No,40.45,412.11,1
CUST-002234,0,Yes,No,42,Two year,Yes,Electronic check,Fiber optic,No,51.08,2242.87,0
CUST-002235,0,Yes,No,57,One year,Yes,Mailed check,Fiber optic,No,82.97,4710.17,1
CUST-002236,0,Yes,No,18,One year,Yes,Credit card,Fiber optic,Yes,99.29,1804.33,0
CUST-002237,1,No,No,19,Month-to-month,Yes,Bank transfer,Fiber optic,Yes,120.0,2285.01,0
CUST-002238,0,No,No,34,Month-to-month,Yes,Electronic check,Fiber optic,No internet service,51.03,1744.92,1
CUST-002239,0,Yes,Yes,64,One year,Yes,Credit card,DSL,No,52.53,3473.01,0
CUST-002240,0,Yes,No,16,Month-to-month,No,Mailed check,Fiber optic,No,82.66,1325.75,1
CUST-002241,0,No,No,48,Month-to-month,Yes,Mailed check,DSL,Yes,44.53,2109.08,0
CUST-002242,0,Yes,No,33,One year,Yes,Credit card,No,Yes,60.77,2098.96,0
CUST-002243,0,No,Yes,8,Month-to-month,No,Bank transfer,No,Yes,52.55,405.02,0
CUST-002244,1,No,No,51,Month-to-month,Yes,Mailed check,Fiber optic,No,18.0,837.74,0
CUST-002245,0,No,No,60,Month-to-month,No,Bank transfer,No,No,68.7,4084.96,0
CUST-002246,0,Yes,Yes,42,Month-to-month,Yes,Credit card,Fiber optic,Yes,59.53,2437.93,0
CUST-002247,0,No,Yes,12,One year,No,Electronic check,DSL,No,103.14,1147.68,0
CUST-002248,0,Yes,No,11,Two year,No,Electronic check,Fiber optic,No internet service,65.16,698.61,1
CUST-002249,0,Yes,No,30,Month-to-month,Yes,Mailed check,No,No internet service,27.36,817.29,1
CUST-002250,0,Yes,No,36,Month-to-month,No,Credit card,DSL,No internet service,57.26,2120.39,0
CUST-002251,0,Yes,Yes,40,Month-to-month,Yes,Electronic check,DSL,No,18.0,751.47,0
CUST-002252,0,No,Yes,17,Month-to-month,Yes,Electronic check,Fiber optic,No,28.67,516.58,0
CUST-002253,1,No,No,36,Month-to-month,Yes,Mailed check,Fiber optic,No,84.07,2981.86,1
CUST-002254,1,Yes,No,21,Two year,Yes,Electronic check,Fiber optic,Yes,57.58,1253.43,0
CUST-002255,0,No,Yes,50,Month-to-month,Yes,Bank transfer,Fiber optic,No internet service,92.68,4703.56,0
CUST-002256,0,No,No,58,Month-to-month,No,Mailed check,Fiber optic,No,18.0,1063.73,0
CUST-002257,0,Yes,Yes,47,Two year,Yes,Credit card,DSL,No,57.73,2734.44,0
CUST-002258,0,Yes,No,0,Month-to-month,No,Bank transfer,Fiber optic,Yes,50.73,0.0,0
CUST-002259,0,No,No,72,Two year,No,Mailed check,No,Yes,93.68,6797.68,0
CUST-002260,0,No,Yes,1,Month-to-month,Yes,Credit card,Fiber optic,No internet service,85.18,174.22,1
CUST-002261,0,Yes,No,72,Month-to-month,Yes,Electronic check,Fiber optic,Yes,84.27,6083.59,0
CUST-002262,0,No,No,2,Two year,Yes,Bank transfer,DSL,Yes,111.24,192.76,0
CUST-002263,0,No,No,37,Month-to-month,No,Bank transfer,DSL,No,53.96,1988.42,1
CUST-002264,0,No,No,7,Month-to-month,No,Electronic check,Fiber optic,No,105.05,714.33,1
CUST-002265,0,Yes,No,6,Month-to-month,Yes,Electronic check,Fiber optic,Yes,33.67,184.0,1
CUST-002266,0,No,No,49,One year,No,Mailed check,Fiber optic,Yes,32.57,1628.33,0
CUST-002267,1,Yes,Yes,53,One year,Yes,Mailed check,Fiber optic,No,87.58,4655.71,0
CUST-002268,0,Yes,No,8,Month-to-month,Yes,Bank transfer,No,No internet service,19.86,209.08,1
CUST-002269,0,No,No,71,One year,Yes,Electronic check,No,No,82.18,5853.33,1
CUST-002270,0,Yes,Yes,23,One year,No,Electronic check,DSL,No,68.04,1521.72,0
CUST-002271,0,Yes,No,23,Month-to-month,Yes,Credit card,DSL,No,97.16,2209.65,0
CUST-002272,0,Yes,No,21,Month-to-month,No,Electronic check,No,No,63.22,1299.48,0
CUST-002273,0,Yes,No,33,Month-to-month,Yes,Credit card,DSL,No,66.68,2191.12,1
CUST-002274,1,No,No,12,Month-to-month,Yes,Bank transfer,DSL,No internet service,80.28,1053.1,0
CUST-002275,1,Yes,Yes,31,Month-to-month,No,Bank transfer,DSL,No,45.12,1496.46,0
CUST-002276,0,No,No,15,Month-to-month,No,Electronic check,Fiber optic,Yes,43.81,698.98,1
CUST-002277,0,No,No,3,Month-to-month,Yes,Credit card,DSL,Yes,79.23,243.63,0
CUST-002278,0,Yes,No,26,Month-to-month,No,Credit card,DSL,No internet service,64.12,1599.04,0
CUST-002279,0,Yes,No,49,One year,Yes,Bank transfer,Fiber optic,Yes,52.78,2597.22,1
CUST-002280,0,No,No,55,Month-to-month,Yes,Bank transfer,Fiber optic,No,62.52,3399.1,0
CUST-002281,0,No,Yes,25,Two year,Yes,Mailed check,DSL,No,112.84,2902.53,0
CUST-002282,1,No,No,23,Two year,No,Electronic check,Fiber optic,Yes,51.71,1109.02,0
CUST-002283,0,Yes,Yes,57,One year,Yes,Credit card,Fiber optic,No,50.84,2917.1,0
CUST-002284,0,Yes,No,49,Two year,Yes,Electronic check,Fiber optic,No,18.0,838.29,0
CUST-002285,0,Yes,No,60,Two year,No,Mailed check,Fiber optic,No internet service,63.73,3823.32,0
CUST-002286,0,Yes,No,66,Month-to-month,Yes,Mailed check,DSL,Yes,84.71,5624.16,1
CUST-002287,0,No,Yes,59,One year,Yes,Credit card,DSL,Yes,90.09,5366.41,0
CUST-002288,0,Yes,No,68,Month-to-month,Yes,Bank transfer,No,Yes,68.25,4637.97,0
CUST-002289,0,Yes,Yes,30,One year,No,Bank transfer,DSL,Yes,93.68,2848.46,0
CUST-002290,1,No,Yes,28,Month-to-month,Yes,Electronic check,No,No,86.94,2401.2,1
CUST-002291,0,Yes,No,23,Month-to-month,Yes,Electronic check,DSL,No,98.39,2275.25,0
CUST-002292,0,No,Yes,17,Month-to-month,Yes,Electronic check,Fiber optic,Yes,94.53,1657.12,1
CUST-002293,1,Yes,No,54,Two year,Yes,Credit card,Fiber optic,No internet service,112.1,6070.0,0
CUST-002294,0,No,No,52,Month-to-month,Yes,Electronic check,No,Yes,59.91,3088.85,1
CUST-002295,0,Yes,Yes,58,Month-to-month,Yes,Credit card,DSL,No,25.19,1447.07,0
CUST-002296,1,No,No,12,Month-to-month,Yes,Electronic check,DSL,No internet service,84.91,1069.7,0
CUST-002297,0,No,No,35,Month-to-month,No,Credit card,Fiber optic,No,88.42,3040.11,0
CUST-002298,0,Yes,No,16,Two year,Yes,Bank transfer,DSL,No,112.1,1746.38,0
CUST-002299,0,Yes,No,65,One year,Yes,Credit card,Fiber optic,No internet service,103.44,6753.68,0
CUST-002300,0,No,No,19,Month-to-month,Yes,Bank transfer,No,No,120.0,2258.04,0
CUST-002301,0,No,No,10,Month-to-month,No,Bank transfer,DSL,Yes,83.6,763.35,0
CUST-002302,0,Yes,No,41,Month-to-month,No,Bank transfer,No,Yes,71.86,3013.8,1
CUST-002303,0,No,No,64,Month-to-month,Yes,Electronic check,DSL,No internet service,23.45,1445.82,0
CUST-002304,0,No,No,66,Two year,No,Credit card,No,Yes,74.24,4889.87,0
CUST-002305,0,Yes,No,7,One year,Yes,Bank transfer,No,No internet service,48.42,307.96,0
CUST-002306,0,No,No,23,Month-to-month,No,Electronic check,Fiber optic,Yes,71.35,1626.17,1
CUST-002307,0,Yes,Yes,11,One year,No,Electronic check,No,Yes,66.64,688.81,0
CUST-002308,0,No,No,22,Month-to-month,Yes,Mailed check,No,No internet service,79.15,1777.01,1
CUST-002309,0,No,No,38,One year,Yes,Credit card,DSL,No internet service,62.08,2364.58,0
CUST-002310,0,No,No,20,Month-to-month,Yes,Credit card,DSL,Yes,93.05,1910.18,1
CUST-002311,1,No,Yes,4,One year,Yes,Electronic check,DSL,Yes,18.0,41.54,1
CUST-002312,0,No,No,37,Month-to-month,Yes,Bank transfer,Fiber optic,No,70.7,2722.55,1
CUST-002313,0,Yes,No,3,Two year,Yes,Electronic check,Fiber optic,No,101.07,207.98,1
CUST-002314,0,Yes,Yes,16,Month-to-month,No,Electronic check,Fiber optic,No,120.0,1840.74,1
CUST-002315,0,Yes,No,0,Month-to-month,Yes,Credit card,Fiber optic,Yes,86.96,87.65,1
CUST-002316,0,Yes,Yes,6,Month-to-month,Yes,Electronic check,Fiber optic,No internet service,115.55,717.0,1
CUST-002317,0,Yes,No,31,Month-to-month,Yes,Mailed check,DSL,Yes,70.07,2189.24,0
CUST-002318,0,No,Yes,62,Month-to-month,Yes,Electronic check,DSL,Yes,65.09,4057.14,0
CUST-002319,1,Yes,No,56,One year,Yes,Electronic check,No,No,80.88,4557.84,0
CUST-002320,0,No,No,7,One year,Yes,Electronic check,DSL,Yes,64.9,469.29,0
CUST-002321,0,Yes,No,2,Month-to-month,Yes,Electronic check,DSL,No,41.53,34.76,0
CUST-002322,0,Yes,Yes,24,One year,Yes,Mailed check,DSL,No,49.54,1229.87,0
CUST-002323,0,No,No,47,One year,No,Credit card,No,No,31.64,1520.11,0
CUST-002324,0,Yes,Yes,54,Month-to-month,Yes,Electronic check,DSL,No,80.85,4437.32,0
CUST-002325,0,No,Yes,60,Month-to-month,Yes,Credit card,Fiber optic,Yes,65.34,4008.61,0
CUST-002326,0,Yes,No,24,Month-to-month,Yes,Bank transfer,DSL,No internet service,54.19,1317.08,1
CUST-002327,0,Yes,No,12,Month-to-month,Yes,Electronic check,DSL,No,48.0,514.62,0
CUST-002328,0,No,No,1,One year,No,Electronic check,Fiber optic,No,80.15,168.78,1
CUST-002329,0,No,No,10,Two year,No,Electronic check,Fiber optic,Yes,88.41,833.19,0
CUST-002330,0,Yes,No,4,One year,Yes,Credit card,Fiber optic,No,31.08,141.22,1
